userName,score,at,content,sentimen
Jef Riadi,5,2024-10-04 01:23:22,kereennn bosskuuu,Positif
Andika Mpg,3,2024-10-04 01:22:13,"kasi 3 bintang dl, kalau memang bagus nnti ksi bibtang 5",Positif
Asep Setiana,5,2024-10-04 01:14:29,Ok,Positif
Igusti Komang,5,2024-10-04 01:02:42,bagus....bunga rendah tenor cukup lama.,Positif
maulana Juned,1,2024-10-04 00:58:04,Sekarang bisa 9 periode tapi bunga nya luar biasa meledak💩💩💩ga ngotak ni apk,Negatif
Ambar Haryono,5,2024-10-04 00:53:19,proses cepat,Positif
Ttole Tambenk,5,2024-10-04 00:45:39,semoga bisa membantu dan bisa menjadi penolong saat dibutuh kan terimakasih 🙏,Positif
INRI76BAN Inriapriani76ban,5,2024-10-04 00:41:49,menjadi yg terbaik,Positif
Ogan Juli,5,2024-10-04 00:34:27,Sangat membantu,Positif
Razky Arfa,5,2024-10-04 00:22:04,semoga d percaya,Positif
Rin Ka,4,2024-10-04 00:20:46,bagus cepat cuman data hrs lngkap baru limit naik,Positif
Nur Halimah,3,2024-10-04 00:17:40,Ko limit saya bisa hilang pdahal ngk pernh telat bayar dn semua lngsung d byar dlm 1 kali,Positif
Amru Septiawan,5,2024-10-04 00:03:32,Sangat Membantuu sekalii 👍🙏🙏,Positif
Albisri Albi,5,2024-10-03 23:54:22,Bro kapan perbaikan Via ovo selesai?,Positif
Chaisar Kenza,5,2024-10-03 23:20:17,Apl pinjam uang yang recomnd banget pencairan cepat dalam hitungan detik dan tidak perlu basa basi,Positif
Mu Alim,5,2024-10-03 22:39:20,"Mohon bantuannya dipercepat untuk prosesnya, trimakasih sudah membantu",Positif
Jusman Usman,5,2024-10-03 22:20:31,baik,Positif
Jefri Bani adam,5,2024-10-03 21:55:52,"Mudah dan bunga kecil, limit besar .. Mantap",Positif
Boncos roncos,1,2024-10-03 21:51:28,Tolong ilang iklan,Negatif
Kadafi Dafi,5,2024-10-03 20:25:54,ok esycash selalu bantu,Positif
Wahyu Aceh,5,2024-10-03 20:22:19,Mantulllllll ...... Tambah limit,Positif
Verry Kelana,1,2024-10-03 19:57:26,Bagus,Negatif
Mufid Kucret,5,2024-10-03 19:48:26,apknya bagus tidak lola,Positif
Arvi Romadhoni,5,2024-10-03 19:44:25,Sangat membantu,Positif
Mikhael Delon,1,2024-10-03 19:38:59,Ah penipuan verifikasi ga kunjung selesai hapus data saya dasar Lo penipu,Negatif
Sahriyan Lubis,5,2024-10-03 19:30:14,Okokok,Positif
Ipin,4,2024-10-03 19:17:42,the best,Positif
Davinci Of Java,1,2024-10-03 19:16:13,"parah, ponjaman ribet, penghapusan akun juga ngga bisa,",Negatif
Reno agusti reno,5,2024-10-03 19:13:52,amanah,Positif
Rafif Riski,5,2024-10-03 19:09:26,sangat baik qlo terus di acc,Positif
Medi Munir,5,2024-10-03 19:03:41,sangat baik,Positif
Decky Wibowo,5,2024-10-03 18:58:30,cepat pencairan nya,Positif
PT.Gerbang Sukses Property,5,2024-10-03 18:53:44,sanggat membantu,Positif
Ekky Putra,5,2024-10-03 18:48:53,oke masih menunggu pencairan,Positif
Ryan Agung,5,2024-10-03 18:16:43,baik,Positif
Dadi Daroji,5,2024-10-03 18:08:01,sangat amanah pokonyh,Positif
Vebro Banane,5,2024-10-03 18:05:37,mantap,Positif
bany namaku,1,2024-10-03 17:43:59,Kenapa limitku malahan turun setelah pinjsman prrtama lunas aku kira mkin gde lumitku stelah pelunasan . Sedikitkecewa dfan apkikasi ini,Negatif
Adi Sumantri,5,2024-10-03 17:40:55,bisa memberikan pinjaman secara cepat mudah dan terpercaya,Positif
Ahmad Rosi,5,2024-10-03 16:57:04,proses cepat,Positif
D_Suhardiman Sunusi,5,2024-10-03 16:54:34,Cepat aman,Positif
Tecii Tecii,4,2024-10-03 16:41:33,sangat membantu untuk keperluan mendadak,Positif
Vina Alifah,5,2024-10-03 16:40:39,sangat membantu sekali terimakasih,Positif
anggun indria,1,2024-10-03 16:39:33,"Gak d acc, padahal gk punya riwayat telat bayar, tp slalu d teror penawaran lewat telp .. apk busuk jangan d download",Negatif
Wahid Hidayatulloh,1,2024-10-03 16:29:06,masak data saya udah lengkap dan benar tapi tidak bisa pinjam/ pengajuan gagal trus 🤦,Negatif
Darlis Ranmadi,5,2024-10-03 16:18:46,suka,Positif
acef ruli,5,2024-10-03 16:18:01,semoga di acc,Positif
Rizki a januardi,5,2024-10-03 15:59:20,baik hati,Positif
Hana Nengsih,1,2024-10-03 15:57:57,"Kok gak ada limit pimjam man nya app Abal"" kah ini",Negatif
Novhy Didier,5,2024-10-03 15:55:06,keren,Positif
MARNO,5,2024-10-03 15:55:04,trimakasih atas pinjamannya tanpa ribet,Positif
Rifaldi Yolanda,5,2024-10-03 15:54:33,mksh easycash,Positif
MOH. AGUS PRADANA,5,2024-10-03 15:45:54,"Bismillah Acc , lagi butuh sekali 🙏",Positif
Ervan,3,2024-10-03 15:40:34,Pelayanan pendaftaran bagus. Tapi saya masih mikir mikir untuk ajukan pinjaman.,Positif
ilham wahyupi,5,2024-10-03 15:29:33,mantul,Positif
arif samsul,1,2024-10-03 15:28:40,"di bayar awal bukan nya nambah malah turun, terus mau pinjam lagi harus tunggu waktu 1 bulan kecewa berat pakai aplikasi Easycash",Negatif
Latifah Maisarah,5,2024-10-03 15:27:30,bagus,Positif
Plenok Susanto,5,2024-10-03 15:20:05,baik,Positif
Botol Atos,3,2024-10-03 15:17:26,"terimakadij easycash,",Positif
Giar Giar,5,2024-10-03 15:16:02,sgt membantu,Positif
Neng Tia,5,2024-10-03 15:12:44,Sangat bagus rekomendasi banget,Positif
Badruddin Rudin,5,2024-10-03 14:59:17,Pengajuan ke 4 saya belum di setujui..kenapa ya pak? Kan sudah lunas..mohon bantuannya,Positif
Siti Ramlah,1,2024-10-03 14:51:46,Percuma dilunasi kalau muncul limit tidak bisa diambil.. Padahal gak pernah bermasalah dengan pinjol.. Sangat tidak rekomendasi.. Teman-teman jangan pinjol disini yaaa..,Negatif
sodik kurniawan,5,2024-10-03 14:45:00,mudah dan bunganya sangat kecil,Positif
Farhan Arif Saputra,5,2024-10-03 14:40:00,terimakasih,Positif
Rahul Kevin,5,2024-10-03 14:38:09,mantap,Positif
SYEHAN A,5,2024-10-03 14:33:56,mantapp,Positif
Rina Putri sinaga,2,2024-10-03 14:33:26,"Gara2 telat bayar 1x, ehh minjam ulang sulit sekali acc nya. Payah ahh, mau stop aja kalo dah lunas semua pinjaman. Gak rekomen.",Negatif
Srii Rahayu,1,2024-10-03 14:18:41,Gabisa login aneh vermuk gagal,Negatif
Ade Rizal,3,2024-10-03 14:14:32,"Aplikasi sangat buruk cuma meminta data saja tidak ada pencairan saya sudah mempoto kartu ATM saya tapi tidak ada kelanjutannya,semoga ini bisa jadi bukti kalo kedepannya ada hal hal yang tidak diinginkan dengan aplikasi ini. Data susah untuk dihapus",Positif
Agus Zanjaya,5,2024-10-03 14:07:26,Pelayanan yg Bagus Akurat dan mudah Syaratnya Tingkatkan terus pelayanan,Positif
cuteh,5,2024-10-03 13:50:40,pelayanan cepat,Positif
Hindun Hindun,3,2024-10-03 13:49:07,kbagus tp terlalu sedikit lilith awaknya,Positif
Bagus Zoenarta67,5,2024-10-03 13:37:38,sukses,Positif
Jacky Sinuraya2023,5,2024-10-03 13:33:56,"bagus,cepat dan terbantu sekali untuk dana darurat. terima kasih",Positif
Benediktus Audionata,5,2024-10-03 13:32:12,mantap,Positif
Sar Pin,4,2024-10-03 13:29:49,kok pengajuan pertama limit nya rendah banget boss ku.....,Positif
sugeng wi,5,2024-10-03 13:13:18,ok,Positif
Kaka Jack,5,2024-10-03 12:32:26,kerren lsg cair,Positif
Muhammad Akbar Rahardian,1,2024-10-03 12:25:56,Udah di bayar gak bisa minjem lagi dongo,Negatif
syahyudin,4,2024-10-03 12:23:35,proses nya gampang ga ribet sangat membantu,Positif
Johan Okto Niko Napitupulu,5,2024-10-03 12:20:41,"sangat Membantu saya, Terimakasih easy cash...",Positif
SUMITRO SUMITRO,5,2024-10-03 12:12:09,solusi dana dadakan,Positif
Boy Jekisap,4,2024-10-03 12:11:14,ok baik,Positif
Anik Krismawati,5,2024-10-03 12:02:39,Halo min Kalo mau daftar lagi pake nomer berbeda tapi dulu pernah daftr akun ya tapi trus hapus akun apakah bisa pake data sendiri lgi dan sblumnya udah daftar masih bisa gak,Positif
Aris Nandar,2,2024-10-03 11:54:05,sangat Bagus,Negatif
agil gil,1,2024-10-03 11:51:50,jgn download.,Negatif
I made Parwata,5,2024-10-03 11:50:06,gara2 telat bayar.. limit menurun,Positif
Deni Ramadani,1,2024-10-03 11:43:04,Jangan mau ada yg pinjam ke easycash bukannya ngebantu malah nyekek bunganya gede banget amit amit,Negatif
Edy Widodo,5,2024-10-03 11:42:29,bagus,Positif
ozy jhi,5,2024-10-03 11:41:49,bagus,Positif
Rifal Rifai,2,2024-10-03 11:33:52,"easycash tukang spam telepon,tukang sebar data",Negatif
Official wahyu SN,5,2024-10-03 11:31:21,best,Positif
Muksin Permana,5,2024-10-03 11:26:22,"Iklan Bunga rendah Pas cek Pinjman 4jt bunga Sampe 3,8 jt. Walaweh",Positif
Dian kurnia,5,2024-10-03 11:24:17,sangat membantu untuk yg mmbutuhkan,Positif
Aisya Icong,5,2024-10-03 11:19:25,muda mudahan bisa membantu😊👍,Positif
Iksan Fajar,5,2024-10-03 11:16:48,good,Positif
Lutfi dwi Ardiansyah,5,2024-10-03 11:16:35,apk bagus,Positif
Okta Wahyudi,5,2024-10-03 11:15:46,oke baik,Positif
Aldo Irawan,5,2024-10-03 10:59:23,sangatt bermanfaat dan membantu trimakasih👍🏼👍🏼,Positif
agus setyawan,5,2024-10-03 10:58:46,Buruk sekali masa pelunasan cepat sekor krodot turun,Positif
Shylvia dhea Tresna,4,2024-10-03 10:53:01,langsung cair,Positif
Andri Pratama,5,2024-10-03 10:49:16,proses nya sangat cepat sekali,Positif
Fadli ft Dinda,4,2024-10-03 10:47:44,Kenapa Gk bisa via Shoppe Via pembayaran nya?,Positif
Has NIDAR,5,2024-10-03 10:45:58,Sangat berguna buat kebutuhan mendadak,Positif
Dewi Nasrun,5,2024-10-03 10:45:01,Aplikasi nya sangat membantu,Positif
Shugi Perwira,1,2024-10-03 10:43:22,"Hati hati easy cash sudah mau bangkrut, jangan berharap ngelunasin semuanya berharap naik limit lebih besar. Jangan ya limit malah turun dan tenor pembayaran pun setiap 15 hari bukan 30 hari, semoga cepat bangkrut ya easy cash agak tidak ada lagi orang yang tertipu",Negatif
Sidik Permana,5,2024-10-03 10:31:43,sangat bagus,Positif
Gugun Gungun,5,2024-10-03 10:28:43,ok sih cuma kalo bisa bunga nya jgn terlalu tinggi,Positif
Galaxya51 Samsungku,3,2024-10-03 10:23:04,Mohon hapus data pribadi saya karena sejak tgl 3 oktober 2024 saya uninstal aplikasi ini . Jangan menyalahgunakan data2 saya jika ada yang menyangkut data pribadi saya maka saya tidak bertanggung jawab,Positif
Ryan Kurniawan,1,2024-10-03 10:15:23,"Hati hati potongannya gede, tidak diberitahu diawal",Negatif
Rita wati,5,2024-10-03 10:13:20,pengajuan cepat dan mudah,Positif
Fitra Syawaliah,5,2024-10-03 10:06:40,baik,Positif
Thenry Herly,1,2024-10-03 10:01:03,Tidak responsif untuk pengiriman kode OTP Agent hanya bisa menjawab seperti bot Buang buang pulsa untuk bertanya mengenai kode OTP ke cs Maksain lunasi cepat biar bisa pinjam lagi malah di persulit untuk kode OTP Sangat kecewa,Negatif
Haryanti Yanti,5,2024-10-03 09:59:19,🤍🤍🤍,Positif
The Angle Outside,2,2024-10-03 09:57:08,sangat membantu,Negatif
Amel Bkl,5,2024-10-03 09:56:07,sangat baik,Positif
Heni Rohaeni,5,2024-10-03 09:54:30,sukses slalu,Positif
Rose Lina,5,2024-10-03 09:54:25,naikin pinjaman,Positif
Epi suria Megawati,5,2024-10-03 09:53:26,mantap,Positif
naufansa audriafikri,5,2024-10-03 09:50:31,cepat sekali,Positif
ririn muhamad,1,2024-10-03 09:42:33,"Data saya sudah masuk tapi di tolak,min tolong data data saya di hapus",Negatif
margolang golang,5,2024-10-03 09:38:05,sangat muda,Positif
Udin Udin,4,2024-10-03 09:30:50,semogga sukses,Positif
YANTOPUIYU DEWA,5,2024-10-03 09:28:59,semoga limit aku di naikan admin . saya akan lunasin .,Positif
Mat Oechay,1,2024-10-03 09:15:46,"Anjiing bunga nya gede bangeeet, bener2 nyekeek.. Kapok dah",Negatif
MUHAMAD ISHAK,1,2024-10-03 09:12:29,Bunga nya besar pencairan lama Lengkap sudah,Negatif
INDRA BAYU,1,2024-10-03 09:12:23,pinjaman saya tidak di acc..jadi saat ini jg saya hapus apk ini dan jika data saya disalahgunakan saya tidak bertanggung jawab,Negatif
Yoke Yusdania,5,2024-10-03 08:54:55,Makasih ..daripada pinjem ke tetangga😂😍,Positif
Ucu Nurjaman,5,2024-10-03 08:54:39,mantap,Positif
Mareta Sari,1,2024-10-03 08:53:28,bagus,Negatif
Abdur Ꮢochman,5,2024-10-03 08:53:03,sangat membantu dalam keperluan keuangan,Positif
Amina Mandagi,1,2024-10-03 08:47:50,Kenapa nda bisa hapus akun...saya sudah melunasinya,Negatif
T-Rex,2,2024-10-03 08:45:30,Cicilanya berat sebulan 2x bayar,Negatif
Arif Chelsea,5,2024-10-03 08:40:38,"Sangat kecewa mau pinjam ke 3 kali nya gak bisa ,padahal saya bagus riwayatnya gak pernah telat bayar tapi kenapa saya gak bisa pinjam lagi",Positif
Bunda Fatimah,1,2024-10-03 08:35:04,"Marketingnya nyari nasabah dengan menjebak melalui catt dishoope,, katanya ad hadiah dari shoope 3 juta even 9.9 cara mncairkn harus download aplikasi easycash Krn easycash adalah sponsor,,😅 dan sy trjebak...ne lnsung sy kembalikan semuanya..",Negatif
Aang Haikal,5,2024-10-03 08:34:54,good,Positif
Suar Tana,4,2024-10-03 08:28:55,sangat berguna,Positif
infoin yuk,2,2024-10-03 08:17:02,Tolong hapus data saya yang tersimpan di aplikasi ini. Saya tidak ada melakukan peminjaman dan akun saya juga sudah saya hapus di aplikasi ini. Jangan salah gunakan data saya. Karena kalau sampai disalah gunakan maka saya akan melapor ke pihak berwajib. Terima kasih,Negatif
Allula Lula,3,2024-10-03 08:10:18,aku tes dlu yah nanti di tambahin,Positif
Fatir Aja,5,2024-10-03 07:56:18,sangat bagus,Positif
Iwan Kurniawan,3,2024-10-03 07:55:08,"mantap tidak ada uang admin , sukses selalu",Positif
Diva Dica,3,2024-10-03 07:50:05,puass,Positif
Wahyu Kunslut,5,2024-10-03 07:50:00,mantap,Positif
akbar al hakim,1,2024-10-03 07:49:46,"Aplikasinya awalnya saya anggap bagus bunganya juga murah, bayar cicilan juga saya nggk telat tapi mau mengajukan lagi malah tidak bisa parahlah mending kagak ditelepon ini ditelepon supaya mengajukan lagi begitu kita ajukan malah ditolak siapa yg nggk kesel coba.",Negatif
maryudi yudi,5,2024-10-03 07:46:06,mantap,Positif
Eddy Sant,1,2024-10-03 07:23:16,"Saya tidak pernah install apk ini, tapi kenapa tiba-tiba pembayaran Briva Tokopedia saya masuknya ke perusahaan anda?",Negatif
EMANUEL JOLE,4,2024-10-03 07:22:39,"Mantap ,amanah",Positif
Dadan Rohmandani,3,2024-10-03 07:19:51,bintang 3 dlu karena pengajuan d tolak terus,Positif
Rian Febri,5,2024-10-03 07:19:36,waahhh aplikasi cepat cair,Positif
Seti Yawan222,5,2024-10-03 07:19:34,josss,Positif
TaBOX Gaming,1,2024-10-03 07:16:26,"Kalian bisa Ndak tidak spam org tiap hari spam sampai 50 x, kalian boleh spam sama yg jatuh tempo aja, jangan sama yg Ndak ada minjam, kalau MW promo pakai wa aja atau akalilah tenaga IT KALAIN GIMANA CARANYA TIDAK MENGGANGU ORG LAIN KALAU MW PROMO, GMANA MAU MINJAM , BELUM MINJAM AJA UDAH DI SPAM LAPET²",Negatif
Ilta Oktavia,5,2024-10-03 07:13:02,pelayan an bagus sekali,Positif
Eddi Junara Sembiring,5,2024-10-03 07:09:28,sangat membantu,Positif
Rais Hidayat,5,2024-10-03 07:04:51,mantap,Positif
Rusdi Lsm,2,2024-10-03 07:02:34,limit rendah,Negatif
kholik purnomo,5,2024-10-03 06:58:25,ok mantap...,Positif
Cece AieLa,5,2024-10-03 06:54:59,tooop markotop,Positif
Nares Juno 2021,1,2024-10-03 06:51:16,bodong gak jelas,Negatif
Slamet Ul bangbang ayo mabar,5,2024-10-03 06:47:39,mantapn,Positif
dayat idris,5,2024-10-03 06:43:37,Cukup membantu buat dana mendesak,Positif
Fahmi Husain,5,2024-10-03 06:39:45,ok,Positif
Sri Bintang suryani,5,2024-10-03 06:38:14,semoga di setujui,Positif
Sohibul Wafa,4,2024-10-03 06:34:15,Limit awal kecil,Positif
Woyy,5,2024-10-03 06:30:35,membantu,Positif
Bibit Agustin,5,2024-10-03 06:28:51,proses cepat,Positif
Martono Hutabarat,5,2024-10-03 06:22:39,ok,Positif
Angga Khan,5,2024-10-03 06:22:25,"Sangat membantu bagi yg membutuhkan dana cepat, tanpa jaminan bisa meminjam, dan limit pinjaman besar.. sangat bermanfaat",Positif
mohammad sobri,1,2024-10-03 06:21:49,Aplikasi yg sangat ANEH dan Unik tpi jelek Sudah bayar lunas pinjam naik limitnya kok malah tidak lolos Dan gak logis,Negatif
Michael Jr,5,2024-10-03 06:16:32,keren,Positif
Suyadi Alex,5,2024-10-03 06:14:56,aplikasi ini mudah dan cepat cara pinjamnya,Positif
Dian Purnamasari,2,2024-10-03 06:14:37,Pinjaman pertama d acc sudah melakukan pelunasan trus limit keluar mau melakukan pinjam lagi mlh d tolak Gimana ini kalok memang gag boleh pinjem limit gag usah keluar donk Bikin sebel,Negatif
Fitra Yudha,5,2024-10-03 06:12:32,Kenapa lama kali ya pencairan nya Harus nunggu berapa hari,Positif
Suyoto Dara,4,2024-10-03 06:11:03,acc,Positif
Agus Ismawan,5,2024-10-03 06:06:57,"Perkecil bunganya ka, biar kita bisa pinjam terus",Positif
Sabrina Azzahrah,5,2024-10-03 05:57:56,sangat membantu semoga disetujui,Positif
muhammad fahri,5,2024-10-03 05:52:10,cara mudah untuk meminjam uang..proses mudah dan cepat,Positif
ta tha,3,2024-10-03 05:44:35,tlong d acc,Positif
Depi Bae,1,2024-10-03 05:42:22,Saya melakukan pinjaman di tolak padahal saya blm pernah pinjam dimanapun,Negatif
mohammad arifin,1,2024-10-03 05:41:33,baru pembayaran keda langssung lunas mau pengajuan lagi gabisaa,Negatif
Sumaroh Sindang,4,2024-10-03 05:36:48,lebih enak,Positif
Lukman Lukman,5,2024-10-03 05:34:45,sangat memuaskan meskipun awal pinjam,Positif
Wahyudi Kurniawan,5,2024-10-03 05:32:06,Semoga ke depannya lebih maju,Positif
Al-andi Saibus,5,2024-10-03 05:31:57,semoga makin progres,Positif
Asking Alexandria,5,2024-10-03 05:26:14,"Data sedang di verifikasi Dalam tinjauan, diperkirakan selesai dalam 1 hari kerja. Semoga gak di acc.. 🤲 Kepencet soalnya 🤣",Positif
IMAM TOWAWI,5,2024-10-03 05:15:13,baik,Positif
King Joe,1,2024-10-03 05:07:51,"aplikasi paling buruk,paling sampah,paling kotor,aplikasi yg buat orang Indonesia miskin,bunga terlalu besar,perusahaan yg lebih hina dari orang hina,dc sampah,kalo gk terima ketemu ama gw,sumpah demi apapun janji gw,gw hancurin gw patahin tulang"" lu,gw bakal siksa lu lebih dari apapun,itu janji gw,kalo lu gk terima ayo temui gw....",Negatif
Rahmat Hidayat,2,2024-10-03 05:02:31,"Terimakasih babay pinjol tenor cuma di kasih 14 hari bagi saya aga berat harus cari sana sini dulu yg terakhir 30hr, tadi ya saya kira 6X bayar cicilan perbulan eh malah 14hari malah jadi nambah utang Untuk pengajuan mudah gak ribed",Negatif
nocha chanel,1,2024-10-03 04:59:16,Limit rendah tenor 15 hari . Wkwkwk... Apk gak berguna sama sekali ... Pinjaman sdh lunas dan sdh uninstal.,Negatif
Muhammad Riyan,5,2024-10-03 04:59:03,mantap,Positif
Aydan Athallah,4,2024-10-03 04:58:51,bagus,Positif
ENTIN SULASTRI,4,2024-10-03 04:56:51,bagus,Positif
Gojek Jkt Driver,1,2024-10-03 04:56:17,Saya dah isi data download pas ngajuin pinjaman gagal kecewa saya saya mohon hapus data saya...saya mohon sekali hapus data saya kalk gagal jadinya kaya gini terima kasih,Negatif
Erma Wati,1,2024-10-03 04:54:59,"Jangan pernah minjem di EASYCASH,, saya pinjaman dengan masa periode 8kali bayar, setelah di ACC, pas saya cek tagihannya malah jadi naik 10 periode 10kali bayar, 2xlipat tagihan yg harus saya bayar jadinya. Aplikasi gila pembohong. Nyesel",Negatif
Kayla,5,2024-10-03 04:54:25,mantap,Positif
Ratna Sari,1,2024-10-03 04:49:53,Gagal meminjam kan selalu di tolak,Negatif
Deni Setiawan,5,2024-10-03 04:43:30,bagus,Positif
Akbar Tanjungpinang,5,2024-10-03 04:41:51,semoga diaccc amin buat nambah modal usaha,Positif
risky sabara,5,2024-10-03 04:41:20,prosesnya mudah dan cepat,Positif
Rama Saputra98,4,2024-10-03 04:26:09,lumayan,Positif
ABDULLAH MANGEJA,5,2024-10-03 04:25:07,Baik,Positif
Adipati Rangga Anandita,5,2024-10-03 04:19:46,"Penagihan Sangat Baik, Sampai saat ini belum pernah penagihan secara intimidasi, Limitnya juga lumayan Besar",Positif
Meyti Manoppo,1,2024-10-03 04:13:44,"Kenapa juga setiap setor buat naikan limit harus verifikasi lgi biar naik,parah",Negatif
shinigami arnan,5,2024-10-03 04:09:16,jos,Positif
Hanif Arizki,5,2024-10-03 04:07:01,bagus sekali tapi ada sayangnya saya dah luns tapi limit pinjaman jadi mengurang darai awal lagi,Positif
Mas Aldi,5,2024-10-03 04:04:29,sangat baik,Positif
Abi Oppo,3,2024-10-03 03:55:16,baru nyoba mudah2bagus nanti tambah bintang,Positif
fad jerry,2,2024-10-03 03:55:15,Lumayan membantu,Negatif
ivan iskandar,5,2024-10-03 03:54:38,benar2 ok,Positif
Edy Mul,5,2024-10-03 03:54:31,Tolong Tambahin limitnya,Positif
Ssipetir Crew,4,2024-10-03 03:51:08,sangat membantu,Positif
Dedy Agus,5,2024-10-03 03:50:56,Ok,Positif
Winayah Inayah,5,2024-10-03 03:48:50,baik,Positif
Mohammad Abdillah Nurdin,1,2024-10-03 03:47:32,Tanggal 03 oktober 2024 jam 10.47 WIB Saya tidak jadi mengajukan pinjaman dikarenakan limit rendah dan tenor sangat singkat. Saya tidak punya hutang piutang pada aplikasi ini,Negatif
Iman Suhaendi,3,2024-10-03 03:44:43,mudah dan aman,Positif
Ahmad Anas,1,2024-10-03 03:42:38,Aplikasi gk sesuai iklan pinjaman awal limit 1 jt lancar mau ngajuin lagialah gak ada limit.. Harus kasih bintang 1,Negatif
wisnu dapur,5,2024-10-03 03:40:08,sangat amad membantu,Positif
Bima Wahyu,1,2024-10-03 03:32:20,"Sumpah gue muak ini serius apk apa ini udah bayar GK pernah telat dari awal kasih 200k Sampek 5,1jt pas mau cairkan 3jt gagal lolos terus terjadi pengurangan 1,9 tenor 4 setiap 15h yaudah mau ngajuin lah kok tidak lolos lagi ini apk apa si nunggu 15hari baru boleh coba ACC lagi serius udah muak GK lagi deh",Negatif
Hendri Sutanto,1,2024-10-03 03:29:26,"Byr sblm tempo dilunasi,tpi sesudah byr tdk bs mengajukan lgi....🤦‍♂️",Negatif
Wildan udin,5,2024-10-03 03:24:31,aplikasi sangat membantu dan mudah sekali,Positif
Raja Ardiansyah,1,2024-10-03 03:23:31,Gak Bagus👎👎👎,Negatif
Muhammad Taufiq Akmal Febrianto,1,2024-10-03 03:18:02,HAPUS AKUN SAYA!!! SUDAH DI AJUKAN 2 KALI TETEP GA BISA PADAHAL GA ADA TAGIHAN!!!! MEREKA CUMA MAU SPAM KITA AJA DAN TAUNYA NGASIH UANG TANPA PEDULI APA YG DI MAU OLEH Si PEMAKAI!,Negatif
Akuet Akuet,5,2024-10-03 03:14:39,Saya,Positif
MAS'UD SUGIANTO,5,2024-10-03 02:59:49,solusi cerdas dan cepat kebutuhan darurat.,Positif
Ncihi ncara Ncora,5,2024-10-03 02:57:15,bagus bangat,Positif
Sya Mel,5,2024-10-03 02:42:31,mudah dan praktis,Positif
Kang Abang,5,2024-10-03 02:37:25,"walau limit belum gede tapi dah di kasih kepercayaan tuk meminjam,goodjib,semoga terus maju dan sukses, insyaallah selalu tepar waktu karena balas Budi sudah di tolong waktu butuh",Positif
Ida Royani,5,2024-10-03 02:36:14,"Terimakasih sudah membantu, hari ini saya atas nama Ida Royani pada tanggal 3 Oktober 2024 sudah melunasi semuaaa tagihan saya.. jika di kemudian hari ada tagihan dengan mengatas nama kan saya,saya tidak mau bertanggung jawab dan akan saya laporkan pada pihak berwajib..sekian.",Positif
Suryadi Kasuma,5,2024-10-03 02:34:53,mantapp,Positif
Rizkynuramalia 2929,5,2024-10-03 02:30:52,semoga beanfaat,Positif
Try Sulistiyo,5,2024-10-03 02:23:56,membantu bangget,Positif
Ansar Abdullah,5,2024-10-03 02:22:39,"sy suda meminjam ,dan sgt terbantu sekali, cuma sy mau kasi masuk saran klau bisa jatu temponya 30 hari,/ perbulan,karn kmi gajian tiap tggl 1, klau 15 hri sgt sulit, tolong dong di ubah jtu tempohnya ,mungkin sgt membantu org seperti kmi, sukses selalu Easycash",Positif
yudika mangoloi naibaho,1,2024-10-03 02:20:39,saya mau hapus akun dari kemarin udah ajukan dalam proses Mulu admin tolol bisa kerja ga?,Negatif
Yuliezha Yuliezha,5,2024-10-03 02:13:19,mantap,Positif
john ho susanto,1,2024-10-03 02:13:02,"Mau hapus akun aja susahnya ampuuuunnn, padahal udah LUNAS semuanya.",Negatif
Evi Siti Hanaviah,5,2024-10-03 02:10:13,Terimakasih sudah memudahkan pinjaman tanpa ribet dan data aman,Positif
Jahrudin Jahrudin,5,2024-10-03 02:10:10,sangat membantu,Positif
Sigit Muhamad,1,2024-10-03 02:06:50,Parah tidak bisa hapus akun,Negatif
Iwan Nasty,4,2024-10-03 01:50:54,baik,Positif
kadek Chanell,3,2024-10-03 01:40:11,"Kecewa dg aplikasi ini,setelah dilunasin malah ngak ada limit",Positif
Ardi Sunardi,5,2024-10-03 01:33:19,Kenapa setiap sudah bayar tidak bisa pinjam lagi.?,Positif
Feri Irawan,5,2024-10-03 01:30:22,Pengen coba,Positif
sayyidah habiba,2,2024-10-03 01:28:08,"Tolong jangan tlfn"" Berkali kali. Dari saya belum mengajukan pinjaman di tlfn terus disaat saya juga sibuk kerja. Itu sangat mengganggu. Tanggal pembayaran masih lama. Tpi di tlfn terus"" An",Negatif
Rais channel 94,2,2024-10-03 01:13:50,Bunganya tinggi. 3.000.000/9 bulan nyampe 81 %,Negatif
Dadang Supriatna,5,2024-10-03 01:09:16,simple,Positif
JulOficial,5,2024-10-03 01:06:18,mantap proses cepat sangat membantu di saat darurat.,Positif
Hasan Hasan,5,2024-10-03 01:05:47,Sangat membantu sekali,Positif
Ammar Seafih Beef slice,1,2024-10-03 01:03:27,masa Baru Instal Dan sudah Ngisi Data. Ada Limit 200 ribu . Mu d pinjem Langsung D tolak .. Apalah. Pdahal w g pernah Make Pinjol,Negatif
Kastalani,2,2024-10-03 01:00:03,kasih 2bintang dlu ya,Negatif
Izot Izot,4,2024-10-03 00:57:45,Sangat baik,Positif
Dela Fitria,5,2024-10-03 00:57:09,bgs sekali,Positif
satria dian permata,5,2024-10-03 00:54:20,terbaik,Positif
apa aja boleh,5,2024-10-03 00:37:02,LAyanan mudah,Positif
Aldebaran Nabhan irawan,4,2024-10-03 00:35:29,sangat bagus,Positif
